Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2018-06-20,461.27227783203125,462.9241369748308,450.229814407419,450.75024414192416,15735681
2018-06-21,467.01983642578125,468.85271469644033,462.20005325000557,463.17306083750844,22988909
2018-06-22,458.217529296875,465.77528574239057,456.3846510833752,465.41321744965114,35370008
2018-06-25,454.57440185546875,460.02775154477996,453.6013942948732,457.71969833969126,11369371
2018-06-26,443.0340881347656,455.275862884858,441.3596318527038,455.275862884858,17649122
2018-06-27,437.1055908203125,445.9531383764046,435.6800054125184,442.8304692018801,19595831
2018-06-28,427.6470642089844,438.30486240733006,425.5426574256137,435.36321234463674,18770484
2018-06-29,440.09246826171875,441.4727989166647,429.47992451991826,429.52517928171176,17425606
2018-07-02,434.7296142578125,440.0471996518189,433.10041267439374,440.0471996518189,14570004
2018-07-03,439.5720520019531,442.80785819993923,434.6165043827499,436.7209112910266,11084063
2018-07-04,448.0801696777344,448.9400403509535,439.4362686045695,439.79830669429504,10938521
2018-07-05,436.49462890625,456.3620435461053,433.8245375105965,451.20284959385697,40946479
2018-07-06,442.4005432128906,444.86698810332206,436.4946156519865,436.6077525542888,20039239
2018-07-09,451.24810791015625,452.560526237172,445.0932789288192,446.72251080451747,11309207
2018-07-10,464.1912841796875,465.45844761200914,452.5604790788763,453.80501513223,22846197
2018-07-11,470.1199035644531,471.0702838222914,460.63875857828145,463.87456484730023,18953870
2018-07-12,489.828857421875,497.36398651711386,471.8395765483421,472.631565067333,52736376
2018-07-13,497.72607421875,501.8896331882114,488.765359397905,488.991663419384,39301408
2018-07-16,487.0456237792969,501.8443532411013,485.62003841904476,497.7260492405867,14427529
2018-07-17,494.3544921875,495.98369380112683,484.0587319113575,487.9960169769805,14150770
2018-07-18,494.44500732421875,499.8983571623688,487.54344469071077,497.092471305219,10241565
2018-07-19,500.0115051269531,504.60498438386514,491.63913234215005,494.7844289817916,11885426
2018-07-20,510.782470703125,515.2401554594468,503.2020562698894,503.88090792051224,17538801
2018-07-23,507.0035400390625,511.3028632773075,503.7451367489391,511.3028632773075,12779803
2018-07-24,502.77215576171875,509.92258980976663,501.1655512025518,507.7729582870031,9775749
2018-07-25,504.6728515625,508.2254711714255,499.71733435075055,502.3421709311149,13014255
2018-07-26,502.6363220214844,507.5466448446301,501.3465311244604,502.38742083629256,14053674
2018-07-27,511.32550048828125,514.7423255196258,503.31516623812547,506.6414817489141,14610585
2018-07-30,521.0782470703125,523.748338725376,510.48832956319296,511.3934248970283,30344461
2018-07-31,536.7367553710938,538.728025288654,519.1548274531849,520.8971659734593,30350826
2018-08-01,539.6105346679688,544.3850631362013,536.4652380610646,538.728036593926,21227054
2018-08-02,528.7490844726562,539.2258941433028,527.6629701891856,539.2258941433028,13668930
2018-08-03,532.64111328125,535.6053908016398,529.2921400764607,531.7586152183728,14536058
2018-08-06,539.7236938476562,541.2623557416122,531.9170360030607,532.5279450743632,8785462
2018-08-07,535.922119140625,543.7061790317699,532.6636557935572,540.7644989839544,8879612
2018-08-08,551.0829467773438,553.2552357761102,536.2842166444518,536.2842166444518,17307566
2018-08-09,551.1961059570312,557.4187867002794,548.5033570233062,552.8026801968891,14976885
2018-08-10,544.9733276367188,549.8610227955095,544.1134872287238,548.0507720426505,7833494
2018-08-13,537.5061645507812,543.0500240447337,535.2433659903975,541.9638493172225,10211072
2018-08-14,547.8697509765625,550.8566254345426,535.9673870623142,538.5469686969657,11592139
2018-08-16,543.4346923828125,550.3136584283527,541.0361293880837,544.5435247693122,13086024
2018-08-17,544.7697143554688,550.0420447780926,543.0952278685777,547.1456193898923,8379864
2018-08-20,558.8670043945312,559.7268448687039,546.5346890728451,546.6478561874629,16639535
2018-08-21,564.4334106445312,566.3794256487198,555.2917078947876,559.9304716164276,15923396
2018-08-23,574.5029907226562,576.5621126411166,560.4509941352666,564.0261808183398,17429373
2018-08-24,578.1460571289062,579.2548289655533,570.2488899915779,572.6021979456712,14550512
2018-08-27,584.4818725585938,586.4504847316183,578.7117398925866,579.0058656079597,12188510
2018-08-28,596.9273071289062,598.7375579012953,586.0658629148104,586.5184105028479,19018790
2018-08-29,585.7037963867188,601.4529366717868,583.8936059357841,595.7054007293431,24230135
2018-08-30,576.7658081054688,587.0389417022125,574.955557113326,585.4323069392851,21545859
2018-08-31,561.9217529296875,574.751809331486,559.6362969851513,574.751809331486,33479841
2018-09-03,556.2647705078125,569.2759073862238,554.861812457824,563.4378617952642,26686176
2018-09-04,562.0574951171875,567.8728824317552,556.1968530457017,558.9800508062835,19333815
2018-09-05,555.291748046875,566.8999265646038,546.9193755737683,562.3064172685822,22584608
2018-09-06,570.85986328125,572.8058786119217,554.5450672175815,556.7173563750467,24487897
2018-09-07,578.6438598632812,579.8883959815263,567.7371605308753,572.443776442083,23389269
2018-09-10,568.34814453125,577.9197984694595,565.7459051173909,577.0146428201751,15440786
2018-09-11,560.1341552734375,574.0277905225715,558.5728357323508,569.7737219397447,23787332
2018-09-12,566.8320922851562,569.6379479771692,556.1290086548895,566.5152485277773,17642490
2018-09-14,567.126220703125,577.286186811645,564.6371483365193,569.9547339998112,17233514
2018-09-17,554.7939453125,566.0400857345627,552.8479301688718,566.0400857345627,14773803
2018-09-18,550.8340454101562,560.9035628272303,549.5669120035938,554.8392431207997,16660044
2018-09-19,547.9376831054688,553.9340904883176,543.5252529098714,553.9340904883176,24642640
2018-09-21,550.9924926757812,559.9984329110932,535.6054490884733,551.6713141748502,41713856
2018-09-24,557.5772094726562,561.1297988787185,545.1091299550302,549.612129772286,22098277
2018-09-25,556.9210205078125,563.4378878336869,540.8098410403684,559.1385643807785,21250513
2018-09-26,566.3341674804688,567.4881940066787,555.3596168971601,560.7224567107658,13992341
2018-09-27,567.397705078125,571.5839213487774,560.0435952477326,567.9634197774411,23642923
2018-09-28,569.2985229492188,575.5212644304581,564.4787395632923,570.1810210517227,24220992
2018-10-01,557.4187622070312,569.1853621757242,544.8828313283254,569.1853621757242,16039441
2018-10-03,545.3806762695312,560.9940528479844,543.0952805306173,556.4232009499121,16135428
2018-10-04,507.8860168457031,538.7280120066002,500.53190684448117,538.3207191649177,50774608
2018-10-05,474.6680908203125,504.7407251308272,469.8256803841508,497.5902916932972,47998260
2018-10-08,502.0706481933594,505.5101007286525,464.1234427700029,475.18856436759006,53983473
2018-10-09,493.3136291503906,508.36126100775846,489.30846172633585,507.61452719731034,24042005
2018-10-10,498.7669677734375,504.9896788940571,490.7113783465706,495.05595639832563,20784941
2018-10-11,492.29534912109375,504.4918398008099,472.02064173719316,481.5244136555955,28926389
2018-10-12,509.83203125,510.94080308316967,498.67643077811687,500.0567311720333,19814528
2018-10-15,515.805908203125,519.0417146049294,506.03060684866085,511.34816269815394,19406012
2018-10-16,526.68994140625,528.3191127658987,515.918946007131,518.634352447026,16358598
2018-10-17,521.0328979492188,533.7271900188072,515.9189289783955,533.5688285741885,27967162
2018-10-19,498.4048767089844,502.79473953307075,484.35288082621435,497.8165648218164,55606079
2018-10-22,480.9134521484375,504.5144755643945,478.51488930049754,502.34218653038806,28798142
2018-10-23,477.3155822753906,481.84117915181696,472.3147802050697,476.433084238261,23128845
2018-10-24,473.26513671875,486.9324663954807,466.77089767116894,486.45726122534705,29869514
2018-10-25,466.4993896484375,470.95713485637043,459.9825225130407,468.8527279557659,30833933
2018-10-26,472.8804626464844,478.35646988680924,462.51685067830164,467.4497403764418,20085933
2018-10-29,492.29534912109375,495.0333226444424,473.37831480835877,473.37831480835877,16781215
2018-10-30,478.3564758300781,491.25444515794317,476.1389019242269,491.25444515794317,19263668
2018-10-31,480.2798156738281,482.3615950106774,473.8308312475251,479.2615533849319,35999348
2018-11-01,478.01702880859375,483.28935941622865,475.18854587921504,483.28935941622865,20552752
2018-11-02,486.457275390625,489.2179063452642,481.13969010883125,482.88205876652614,36739798
2018-11-05,493.4267578125,494.5129023322153,481.9769704875288,485.80111879304314,16585905
2018-11-06,499.6720886230469,503.2473054671791,494.01506208736873,495.10120659028047,18886485
2018-11-07,502.6589660644531,504.6049812697934,500.84874535656695,504.6049812697934,2808599
2018-11-09,494.8522644042969,504.06187964007694,491.02814668485934,500.6450547466952,23712291
2018-11-12,488.7653503417969,497.27348717216216,486.29890542345834,496.7756847963996,12690610
2018-11-13,497.5676574707031,499.1742316604818,484.26236530196945,486.0499887418298,14899604
2018-11-14,496.8888244628906,503.54145569125376,491.25445558255217,500.1020031728607,17034346
2018-11-15,496.3910217285156,499.1742499903656,491.70700284691145,496.43627649016776,14943663
2018-11-16,510.2167663574219,511.3707930399143,496.5041802482572,496.88884573904716,24131016
2018-11-19,520.4446411132812,521.2139720890606,511.84599440888627,512.7058349112278,15987574
2018-11-20,514.7423095703125,523.1146816432733,511.3933365730326,518.1817920853438,12511640
2018-11-21,503.6545715332031,518.4080763772255,501.00710766512566,514.787574753378,16422494
2018-11-22,499.1063537597656,509.2889769452909,497.8618176393393,504.37868439402735,12670591
2018-11-26,502.2290344238281,505.73636906401777,496.639920338209,501.88962371319974,13969873
2018-11-27,510.5787353515625,511.3933209864978,500.28297591994533,501.39174768872573,14896607
2018-11-28,521.6438598632812,523.9519129335002,509.71889886040395,512.5020966778534,17507771
2018-11-29,528.8169555664062,533.9761188508521,524.9701802720931,525.4227278548975,27640198
2018-11-30,528.3870239257812,536.7367385960134,526.0110584012853,530.5366552305957,23443212
2018-12-03,523.3637084960938,531.7134245026027,519.7658034585697,531.7134245026027,12182825
2018-12-04,521.4854736328125,524.065055426346,516.9146219378998,524.065055426346,11358720
2018-12-05,522.7752685546875,524.4271579718941,515.6021774204238,517.6161049278975,12729759
2018-12-06,508.5196533203125,519.9920071311197,506.0758055946251,519.9920071311197,12831451
2018-12-07,513.113037109375,514.5385921109456,501.59536957824815,511.1444250443934,15779984
2018-12-10,493.40411376953125,504.2881859805951,490.16830770110363,502.3421708213771,20521072
2018-12-11,496.70782470703125,498.76697686389514,477.45137908018125,482.4295238993104,29518062
2018-12-12,502.56842041015625,503.92612360611844,492.27269080318035,497.36397205262006,27572962
2018-12-13,501.0071105957031,510.48825471868537,495.57638833828565,510.48825471868537,20337275
2018-12-14,503.3377990722656,504.55970782313017,494.10555598444796,499.2194950018683,15795834
2018-12-17,511.34808349609375,512.7510414460941,503.0209963647384,505.0348935615703,11077711
2018-12-18,514.2898559570312,515.4664799028025,507.0941062999693,508.3613002002805,12841994
2018-12-19,514.4707641601562,519.2226345268855,512.8415324737747,516.5977981778599,16118419
2018-12-20,510.69195556640625,512.5248036457418,505.1254385547303,507.3203247316884,12609700
2018-12-21,497.9070739746094,511.9590698469849,496.00631361261645,509.13055668425443,18115814
2018-12-24,492.90625,499.2647248311497,491.72959606866164,498.2238351753366,9065704
2018-12-26,497.06982421875,497.81655796768695,482.27109478051625,491.3902007971485,15771193
2018-12-27,506.9582824707031,510.0357271157077,499.6268297933265,501.0750123820451,27294221
2018-12-28,509.37945556640625,513.7692878969466,507.4107829791652,509.35679797747287,16768547
2018-12-31,507.4334716796875,513.1357527513383,505.14804585903494,511.8233042793758,15799099
2019-01-01,507.3202819824219,510.17145260143224,502.38739247749777,509.24369984432985,9746670
2019-01-02,500.7129821777344,510.0357351529562,498.2691343699768,504.37870857418795,15628818
2019-01-03,494.5355224609375,504.42395990060305,493.3362410515613,501.2107811514806,16288287
2019-01-04,497.20562744140625,499.83049435319634,489.26320498107174,496.6399428979962,18516544
2019-01-07,499.96624755859375,506.16633127763737,498.26913354574623,500.98450992427786,12060290
2019-01-08,499.92095947265625,502.31952214389787,496.0063019395039,500.1246058901941,12304389
2019-01-09,502.68157958984375,505.5100927950013,497.2282298150348,503.24729431492364,12614237
2019-01-10,501.21075439453125,502.7947314084753,499.1742297823861,501.32389129408153,8925160
2019-01-11,496.93408203125,504.06191850768056,492.65738618741597,501.25603263702425,14139060
2019-01-14,496.3683776855469,498.0428340205895,491.6617315811098,495.553761793032,8994060
2019-01-15,511.23504638671875,512.298563578658,500.0794144575912,500.0794144575912,22011407
2019-01-16,514.0635375976562,518.181841891664,511.5518076082752,513.6561843083823,13961606
2019-01-17,513.4072875976562,519.4942039971236,511.39336010465877,517.9328845339486,16379077
2019-01-18,535.9900512695312,538.5017812912317,513.7693580374521,519.9015295840212,56181172
2019-01-21,560.1341552734375,561.1524176559278,537.9360595032456,540.3572799656877,48206814
2019-01-22,558.9801635742188,564.3204072285982,551.9428359829245,557.9393039551205,36207430
2019-01-23,554.9749755859375,563.0758196514261,553.0289604029335,558.1428693409077,19313542
2019-01-24,564.546630859375,567.1488703061021,552.1691211345571,554.3866648939614,28775487
2019-01-25,563.890380859375,572.3532626524639,559.0932554633569,565.904308307862,18703992
2019-01-28,556.44580078125,568.3934207776718,553.2099945847497,565.9269455549374,18744303
2019-01-29,547.892333984375,557.3961350509215,543.6835207449551,557.1019489204468,20405845
2019-01-30,541.1265869140625,554.3866548894136,539.0448074782976,549.8610579282275,17164298
2019-01-31,555.359619140625,556.5136456714968,543.5251676968903,543.9777152736563,22279301
2019-02-01,565.6780395507812,567.9634958234996,555.3144566401375,558.4597534515608,20187323
2019-02-04,584.2103881835938,586.9483918659287,562.1028029299235,564.3429438189307,25528059
2019-02-05,584.5045166015625,590.3199649119434,578.6438739500267,584.7081932379708,20479210
2019-02-06,592.9674072265625,596.3163804587966,585.7264640377294,586.6315592787424,20586783
2019-02-07,583.984130859375,597.9229602206242,582.0381156530572,592.9674126798959,20150710
2019-02-08,578.236572265625,588.554959807785,575.7700971767895,581.4497206959878,14230054
2019-02-11,567.1714477539062,577.4672380676034,566.1531854336611,577.4219833071534,16457901
2019-02-12,568.5969848632812,575.8153303966899,566.3794412514056,566.3794412514056,13998153
2019-02-14,554.0245361328125,561.6275774187086,551.2186806202745,561.6275774187086,14496604
2019-02-15,563.18896484375,565.6554401676088,549.4084961641227,556.5363331253433,20994460
2019-02-18,552.1691284179688,566.8320944487602,549.8610751040727,565.7006649630007,21106139
2019-02-19,550.3588256835938,561.0392507578554,548.1412821036926,551.2186660924427,13658461
2019-02-20,558.6181030273438,561.175087836797,551.671285246935,553.8662319425357,13776558
2019-02-21,564.2976684570312,569.2306185073395,556.3552466873584,559.3647788269627,23142949
2019-02-22,557.7129516601562,563.5735940894259,554.8391837900625,563.25681077166,19152470
2019-02-25,557.6903686523438,562.5328098465131,552.4180373938353,559.3648554047109,17176522
2019-02-26,552.2369384765625,558.8217174094049,545.7879842415264,547.3719008131428,22160532
2019-02-27,553.707763671875,563.3925845073375,547.1456421472859,555.7669459022771,24308835
2019-02-28,557.1246337890625,561.1071738705077,555.0881089842381,558.3465728400554,24688859
2019-03-01,554.86181640625,562.2385843864411,553.1421354285186,559.81736395848,17329606
2019-03-05,560.1115112304688,561.0845187683191,551.4902076681033,553.6624965409508,15577500
2019-03-06,572.3984985351562,576.1547643282639,558.9574727494924,561.0845068176061,26332276
2019-03-07,574.864990234375,579.1869104239788,569.3889830399534,572.0364771175989,17738092
2019-03-08,573.439453125,576.7657687039936,571.1313998832593,572.9642479222175,13211934
2019-03-11,590.1842041015625,593.7593906932227,573.8467517790934,574.7745046033167,21258869
2019-03-12,602.5164184570312,603.715699770604,594.7776130519056,595.9768943654784,24561597
2019-03-13,609.7347412109375,615.4822161821328,601.045586198506,605.073380406178,24577591
2019-03-14,607.1325073242188,616.3873770887474,604.6660324195176,610.843518265543,22753310
2019-03-15,598.1266479492188,614.9392456691302,593.3973741331589,608.6939070722062,34764353
2019-03-18,610.9793701171875,614.5546172990164,601.4529704431507,602.3580657194389,22104063
2019-03-19,622.9722290039062,624.5335485254119,607.834057746053,615.4822938944321,21448030
2019-03-20,622.4743041992188,628.1539273965913,617.2924833414045,623.5378212256666,21639437
2019-03-22,607.2230834960938,624.9408365067485,604.9376877900626,621.1393156334616,25078643
2019-03-25,599.3937377929688,605.0055092960779,595.8864032611157,602.1769961645138,17394088
2019-03-26,618.763427734375,620.7320401594803,601.9055147351405,602.0412790258289,20734876
2019-03-27,610.6173095703125,623.6057888292743,608.3545110424905,623.6057888292743,22079870
2019-03-28,615.4822387695312,619.917386372617,607.6982390303699,611.069809176101,22930248
2019-04-01,629.8964233398438,636.6621617758328,616.6364146383356,620.0079852701122,22088854
2019-04-02,628.9234008789062,634.9877205229516,624.5788226891791,632.6796671359244,17526740
2019-04-03,622.3612060546875,634.9423915121474,620.9129933540428,630.3036276883751,17169813
2019-04-04,612.3370361328125,626.2080131281525,609.7121391510613,624.0809789382627,18320845
2019-04-05,612.7216796875,617.2472766948911,607.7887898250873,615.9122310155325,14717266
2019-04-08,601.5660400390625,614.3509027596803,599.0543705921555,613.6720813443326,19081843
2019-04-09,603.91943359375,606.7478864855669,597.8324565118879,601.4077036220386,20774977
2019-04-10,602.5390625,610.0515946964493,600.321518734827,605.5033400506281,16651949
2019-04-11,609.5084838867188,612.3143393126894,601.4528952538247,603.2404884111445,12558520
2019-04-12,607.8340454101562,614.0793837896744,604.9150226481838,610.956684389794,12948769
2019-04-15,606.4989624023438,610.4815020299978,604.1682516863084,608.6938484213047,9285737
2019-04-16,608.128173828125,615.4822229616291,606.4310297940208,608.6938280859229,17360317
2019-04-18,627.2262573242188,628.9459381946308,617.7451132659985,622.2707100812471,39286534
2019-04-22,608.8523559570312,618.6502845383682,607.0194473314913,615.4823301259765,23607922
2019-04-23,617.2246704101562,621.3655716720939,609.1464841006637,610.0515793206802,19807450
2019-04-24,628.8328247070312,631.2313873679676,618.3107608681289,620.1436692484544,16101112
2019-04-25,621.093994140625,639.1964408959781,616.6589070717121,628.6517803128924,30469914
2019-04-26,630.3262329101562,631.7518484597515,620.3246894148757,622.2707044867707,15069884
